Error,Epocas,Class
0.091375,4600,Train error
0.1,4600,Validation error
0.08404999999999999,4600,Test error
0.09037499999999998,4650,Train error
0.099,4650,Validation error
0.0847,4650,Test error
0.0925,4700,Train error
0.1005,4700,Validation error
0.08959999999999999,4700,Test error
0.08862500000000001,4750,Train error
0.093,4750,Validation error
0.08165,4750,Test error
0.09237500000000001,4800,Train error
0.10900000000000003,4800,Validation error
0.08835,4800,Test error
0.09262499999999999,4850,Train error
0.09950000000000002,4850,Validation error
0.08604999999999999,4850,Test error
0.08812499999999998,4900,Train error
0.10500000000000002,4900,Validation error
0.08229999999999998,4900,Test error
0.08725000000000001,4950,Train error
0.10100000000000002,4950,Validation error
0.08034999999999999,4950,Test error
0.09487500000000001,5000,Train error
0.10700000000000001,5000,Validation error
0.0884,5000,Test error
0.0895,5050,Train error
0.10300000000000002,5050,Validation error
0.08269999999999998,5050,Test error
0.089375,5100,Train error
0.1015,5100,Validation error
0.08460000000000001,5100,Test error
0.08574999999999999,5150,Train error
0.0995,5150,Validation error
0.08075000000000002,5150,Test error
0.085625,5200,Train error
0.09500000000000001,5200,Validation error
0.07959999999999999,5200,Test error
0.07874999999999997,5250,Train error
0.09450000000000001,5250,Validation error
0.07354999999999999,5250,Test error
0.08299999999999999,5300,Train error
0.09000000000000001,5300,Validation error
0.0742,5300,Test error
0.08499999999999999,5350,Train error
0.1005,5350,Validation error
0.07639999999999998,5350,Test error
0.08049999999999999,5400,Train error
0.08800000000000001,5400,Validation error
0.07470000000000002,5400,Test error
0.07899999999999999,5450,Train error
0.0855,5450,Validation error
0.0721,5450,Test error
0.081375,5500,Train error
0.09500000000000001,5500,Validation error
0.0757,5500,Test error
0.07799999999999999,5550,Train error
0.09350000000000001,5550,Validation error
0.07074999999999998,5550,Test error
0.07837499999999999,5600,Train error
0.0855,5600,Validation error
0.0712,5600,Test error
0.079875,5650,Train error
0.08850000000000001,5650,Validation error
0.0739,5650,Test error
0.081125,5700,Train error
0.084,5700,Validation error
0.07345,5700,Test error
0.08074999999999999,5750,Train error
0.08800000000000001,5750,Validation error
0.0739,5750,Test error
0.07087500000000001,5800,Train error
0.07650000000000001,5800,Validation error
0.06525,5800,Test error
0.06987499999999999,5850,Train error
0.07900000000000001,5850,Validation error
0.0632,5850,Test error
0.071375,5900,Train error
0.08000000000000002,5900,Validation error
0.06425,5900,Test error
0.07175,5950,Train error
0.08500000000000002,5950,Validation error
0.065,5950,Test error
0.07474999999999998,6000,Train error
0.08750000000000002,6000,Validation error
0.06835,6000,Test error
0.06837499999999999,6050,Train error
0.07300000000000001,6050,Validation error
0.06315,6050,Test error
0.06949999999999999,6100,Train error
0.07600000000000001,6100,Validation error
0.061999999999999986,6100,Test error
0.07375,6150,Train error
0.07900000000000001,6150,Validation error
0.06775,6150,Test error
0.07112500000000001,6200,Train error
0.07650000000000001,6200,Validation error
0.06425,6200,Test error
0.07149999999999998,6250,Train error
0.07500000000000001,6250,Validation error
0.06475,6250,Test error
0.06975,6300,Train error
0.07200000000000001,6300,Validation error
0.0633,6300,Test error
0.06724999999999999,6350,Train error
0.069,6350,Validation error
0.06255000000000001,6350,Test error
0.07099999999999998,6400,Train error
0.07650000000000001,6400,Validation error
0.0632,6400,Test error
0.071125,6450,Train error
0.07900000000000001,6450,Validation error
0.06384999999999999,6450,Test error
0.07049999999999998,6500,Train error
0.07800000000000001,6500,Validation error
0.0635,6500,Test error
0.07300000000000001,6550,Train error
0.08150000000000002,6550,Validation error
0.06724999999999999,6550,Test error
0.06987499999999999,6600,Train error
0.07650000000000001,6600,Validation error
0.0634,6600,Test error
0.06812499999999999,6650,Train error
0.0685,6650,Validation error
0.06150000000000002,6650,Test error
0.07449999999999998,6700,Train error
0.08500000000000002,6700,Validation error
0.06625,6700,Test error
0.074125,6750,Train error
0.08300000000000002,6750,Validation error
0.06624999999999996,6750,Test error
0.071625,6800,Train error
0.07300000000000001,6800,Validation error
0.06444999999999998,6800,Test error
0.07012499999999998,6850,Train error
0.07900000000000001,6850,Validation error
0.06305,6850,Test error
0.07462500000000001,6900,Train error
0.08200000000000002,6900,Validation error
0.06965,6900,Test error
0.0725,6950,Train error
0.08500000000000002,6950,Validation error
0.06449999999999997,6950,Test error
0.07150000000000001,7000,Train error
0.07250000000000001,7000,Validation error
0.06545,7000,Test error
0.07262500000000001,7050,Train error
0.08000000000000002,7050,Validation error
0.06785,7050,Test error
0.067375,7100,Train error
0.07300000000000001,7100,Validation error
0.059,7100,Test error
0.058124999999999996,7150,Train error
0.06150000000000001,7150,Validation error
0.05269999999999999,7150,Test error
0.056499999999999995,7200,Train error
0.06400000000000002,7200,Validation error
0.05319999999999999,7200,Test error
0.05787500000000001,7250,Train error
0.06550000000000002,7250,Validation error
0.052149999999999995,7250,Test error
0.05749999999999998,7300,Train error
0.06300000000000001,7300,Validation error
0.05459999999999998,7300,Test error
0.053500000000000006,7350,Train error
0.055000000000000014,7350,Validation error
0.04955,7350,Test error
0.05525000000000001,7400,Train error
0.05550000000000001,7400,Validation error
0.0519,7400,Test error
0.05624999999999998,7450,Train error
0.05800000000000002,7450,Validation error
0.05229999999999999,7450,Test error
0.05575,7500,Train error
0.05950000000000001,7500,Validation error
0.05169999999999998,7500,Test error
0.056874999999999995,7550,Train error
0.06550000000000002,7550,Validation error
0.053249999999999985,7550,Test error
0.056124999999999994,7600,Train error
0.06050000000000001,7600,Validation error
0.053549999999999986,7600,Test error
0.058625,7650,Train error
0.06550000000000003,7650,Validation error
0.05469999999999999,7650,Test error
0.057874999999999996,7700,Train error
0.06150000000000002,7700,Validation error
0.05334999999999999,7700,Test error
0.055125000000000014,7750,Train error
0.053500000000000006,7750,Validation error
0.050249999999999996,7750,Test error
0.05675,7800,Train error
0.06400000000000003,7800,Validation error
0.05079999999999998,7800,Test error
0.05500000000000001,7850,Train error
0.06000000000000001,7850,Validation error
0.0512,7850,Test error
0.057124999999999995,7900,Train error
0.06600000000000002,7900,Validation error
0.05325,7900,Test error
0.05575,7950,Train error
0.05950000000000001,7950,Validation error
0.05199999999999998,7950,Test error
0.057874999999999996,8000,Train error
0.06800000000000003,8000,Validation error
0.05305,8000,Test error
0.05737499999999999,8050,Train error
0.06250000000000003,8050,Validation error
0.05255,8050,Test error
0.05574999999999999,8100,Train error
0.054500000000000014,8100,Validation error
0.05089999999999998,8100,Test error
0.057875000000000024,8150,Train error
0.06050000000000001,8150,Validation error
0.05205,8150,Test error
0.052249999999999984,8200,Train error
0.05100000000000001,8200,Validation error
0.04679999999999999,8200,Test error
0.061249999999999985,8250,Train error
0.06450000000000002,8250,Validation error
0.05434999999999999,8250,Test error
0.05675,8300,Train error
0.06500000000000002,8300,Validation error
0.05344999999999998,8300,Test error
0.056999999999999995,8350,Train error
0.05600000000000001,8350,Validation error
0.05079999999999998,8350,Test error
0.05162499999999999,8400,Train error
0.05200000000000001,8400,Validation error
0.04764999999999999,8400,Test error
0.05049999999999997,8450,Train error
0.051000000000000004,8450,Validation error
0.04689999999999998,8450,Test error
0.04725,8500,Train error
0.0495,8500,Validation error
0.043349999999999986,8500,Test error
0.05037499999999999,8550,Train error
0.05100000000000001,8550,Validation error
0.047299999999999995,8550,Test error
0.04400000000000002,8600,Train error
0.045,8600,Validation error
0.04235,8600,Test error
0.044875,8650,Train error
0.045000000000000005,8650,Validation error
0.04229999999999997,8650,Test error
0.0395,8700,Train error
0.042,8700,Validation error
0.039149999999999976,8700,Test error
0.035375000000000004,8750,Train error
0.0425,8750,Validation error
0.033399999999999985,8750,Test error
0.03600000000000001,8800,Train error
0.03450000000000001,8800,Validation error
0.03489999999999999,8800,Test error
0.03624999999999999,8850,Train error
0.037,8850,Validation error
0.0343,8850,Test error
0.032624999999999994,8900,Train error
0.038,8900,Validation error
0.03369999999999997,8900,Test error
0.034625,8950,Train error
0.03600000000000001,8950,Validation error
0.0336,8950,Test error
0.031125000000000024,9000,Train error
0.03700000000000001,9000,Validation error
0.03299999999999999,9000,Test error
0.025749999999999995,9050,Train error
0.030500000000000017,9050,Validation error
0.02799999999999999,9050,Test error
0.028250000000000008,9100,Train error
0.032500000000000015,9100,Validation error
0.029749999999999988,9100,Test error
0.025750000000000006,9150,Train error
0.03200000000000001,9150,Validation error
0.0269,9150,Test error
0.027875000000000018,9200,Train error
0.03600000000000001,9200,Validation error
0.029099999999999994,9200,Test error
0.03137500000000002,9250,Train error
0.03650000000000002,9250,Validation error
0.029799999999999993,9250,Test error
0.026500000000000003,9300,Train error
0.029500000000000016,9300,Validation error
0.027149999999999997,9300,Test error
0.027500000000000004,9350,Train error
0.03450000000000001,9350,Validation error
0.02789999999999998,9350,Test error
0.027875000000000004,9400,Train error
0.03200000000000001,9400,Validation error
0.028099999999999993,9400,Test error
0.025499999999999978,9450,Train error
0.030000000000000006,9450,Validation error
0.02614999999999996,9450,Test error
0.02749999999999999,9500,Train error
0.03300000000000001,9500,Validation error
0.028449999999999975,9500,Test error
0.025874999999999992,9550,Train error
0.030500000000000017,9550,Validation error
0.027549999999999998,9550,Test error
0.029124999999999977,9600,Train error
0.03350000000000001,9600,Validation error
0.029799999999999993,9600,Test error
0.023499999999999986,9650,Train error
0.029500000000000016,9650,Validation error
0.026099999999999977,9650,Test error
0.028250000000000008,9700,Train error
0.033000000000000015,9700,Validation error
0.02805,9700,Test error
0.027500000000000004,9750,Train error
0.031000000000000007,9750,Validation error
0.027049999999999973,9750,Test error
0.026875000000000003,9800,Train error
0.033500000000000016,9800,Validation error
0.028149999999999974,9800,Test error
0.02799999999999998,9850,Train error
0.03250000000000001,9850,Validation error
0.027549999999999974,9850,Test error
0.02712500000000001,9900,Train error
0.03600000000000001,9900,Validation error
0.02889999999999999,9900,Test error
0.025250000000000015,9950,Train error
0.029000000000000015,9950,Validation error
0.027099999999999992,9950,Test error
0.026249999999999985,10000,Train error
0.03300000000000001,10000,Validation error
0.028049999999999974,10000,Test error
0.025375000000000016,10050,Train error
0.03400000000000001,10050,Validation error
0.028149999999999988,10050,Test error
0.027500000000000004,10100,Train error
0.03300000000000001,10100,Validation error
0.027849999999999996,10100,Test error
0.027249999999999986,10150,Train error
0.03400000000000001,10150,Validation error
0.02959999999999998,10150,Test error
0.026500000000000003,10200,Train error
0.031000000000000007,10200,Validation error
0.028599999999999993,10200,Test error
0.02662500000000001,10250,Train error
0.027000000000000014,10250,Validation error
0.02699999999999998,10250,Test error
0.028875000000000005,10300,Train error
0.03350000000000001,10300,Validation error
0.02839999999999998,10300,Test error
0.025625,10350,Train error
0.029000000000000015,10350,Validation error
0.026949999999999984,10350,Test error
0.02812499999999999,10400,Train error
0.03400000000000001,10400,Validation error
0.02839999999999999,10400,Test error
0.02337499999999999,10450,Train error
0.03150000000000001,10450,Validation error
0.026549999999999997,10450,Test error
0.026250000000000006,10500,Train error
0.03550000000000002,10500,Validation error
0.02839999999999999,10500,Test error
0.026125,10550,Train error
0.027500000000000024,10550,Validation error
0.02779999999999998,10550,Test error
0.02612499999999999,10600,Train error
0.03550000000000001,10600,Validation error
0.027949999999999964,10600,Test error
0.026500000000000003,10650,Train error
0.030000000000000006,10650,Validation error
0.02729999999999999,10650,Test error
0.027250000000000007,10700,Train error
0.031000000000000017,10700,Validation error
0.02759999999999998,10700,Test error
0.024124999999999997,10750,Train error
0.03250000000000001,10750,Validation error
0.02629999999999998,10750,Test error
0.023875,10800,Train error
0.028500000000000004,10800,Validation error
0.026650000000000007,10800,Test error
0.026750000000000006,10850,Train error
0.03150000000000001,10850,Validation error
0.028849999999999987,10850,Test error
0.025,10900,Train error
0.028500000000000004,10900,Validation error
0.02669999999999998,10900,Test error
0.027374999999999993,10950,Train error
0.028000000000000014,10950,Validation error
0.026649999999999986,10950,Test error
0.026249999999999996,11000,Train error
0.03250000000000001,11000,Validation error
0.02749999999999998,11000,Test error
0.027500000000000004,11050,Train error
0.03400000000000001,11050,Validation error
0.027449999999999995,11050,Test error
0.022624999999999996,11100,Train error
0.025500000000000002,11100,Validation error
0.025999999999999968,11100,Test error
0.025499999999999978,11150,Train error
0.031000000000000017,11150,Validation error
0.02799999999999999,11150,Test error
0.025375000000000016,11200,Train error
0.029500000000000016,11200,Validation error
0.027849999999999996,11200,Test error
0.025249999999999984,11250,Train error
0.029000000000000015,11250,Validation error
0.026949999999999984,11250,Test error
0.026249999999999996,11300,Train error
0.031000000000000017,11300,Validation error
0.02829999999999998,11300,Test error
0.028500000000000015,11350,Train error
0.033000000000000015,11350,Validation error
0.029999999999999992,11350,Test error
0.027749999999999986,11400,Train error
0.033000000000000015,11400,Validation error
0.027199999999999967,11400,Test error
0.025499999999999978,11450,Train error
0.029000000000000015,11450,Validation error
0.026549999999999997,11450,Test error
0.026750000000000006,11500,Train error
0.029000000000000015,11500,Validation error
0.026599999999999978,11500,Test error
0.027250000000000017,11550,Train error
0.03300000000000001,11550,Validation error
0.028749999999999987,11550,Test error
0.026375000000000003,11600,Train error
0.03650000000000002,11600,Validation error
0.02729999999999999,11600,Test error
0.02537499999999999,11650,Train error
0.03450000000000001,11650,Validation error
0.026849999999999985,11650,Test error
0.02662499999999999,11700,Train error
0.03200000000000001,11700,Validation error
0.02739999999999999,11700,Test error
0.026375000000000003,11750,Train error
0.028500000000000004,11750,Validation error
0.02719999999999999,11750,Test error
0.024999999999999988,11800,Train error
0.025500000000000023,11800,Validation error
0.02689999999999998,11800,Test error
0.024624999999999998,11850,Train error
0.032000000000000015,11850,Validation error
0.02729999999999998,11850,Test error
0.023125000000000007,11900,Train error
0.030500000000000017,11900,Validation error
0.025949999999999983,11900,Test error
0.026250000000000006,11950,Train error
0.031500000000000014,11950,Validation error
0.027949999999999975,11950,Test error
0.026374999999999992,12000,Train error
0.03150000000000001,12000,Validation error
0.027249999999999986,12000,Test error
0.02400000000000001,12050,Train error
0.029000000000000015,12050,Validation error
0.025499999999999988,12050,Test error
0.024499999999999987,12100,Train error
0.028000000000000004,12100,Validation error
0.02589999999999998,12100,Test error
0.02649999999999998,12150,Train error
0.029500000000000016,12150,Validation error
0.02769999999999998,12150,Test error
0.025000000000000012,12200,Train error
0.030000000000000027,12200,Validation error
0.026549999999999973,12200,Test error
0.026375000000000003,12250,Train error
0.032500000000000015,12250,Validation error
0.02909999999999998,12250,Test error
0.025750000000000006,12300,Train error
0.03250000000000001,12300,Validation error
0.027849999999999975,12300,Test error
0.027750000000000018,12350,Train error
0.03600000000000001,12350,Validation error
0.029199999999999993,12350,Test error
0.024875,12400,Train error
0.030000000000000016,12400,Validation error
0.02689999999999998,12400,Test error
0.02587499999999998,12450,Train error
0.026500000000000013,12450,Validation error
0.026249999999999985,12450,Test error
0.026500000000000003,12500,Train error
0.030500000000000006,12500,Validation error
0.027749999999999986,12500,Test error
0.024749999999999984,12550,Train error
0.031000000000000007,12550,Validation error
0.02689999999999997,12550,Test error
0.0225,12600,Train error
0.027000000000000003,12600,Validation error
0.025949999999999973,12600,Test error
0.02699999999999999,12650,Train error
0.030500000000000017,12650,Validation error
0.02859999999999997,12650,Test error
0.02387499999999999,12700,Train error
0.026500000000000013,12700,Validation error
0.02520000000000001,12700,Test error
0.027874999999999994,12750,Train error
0.032000000000000015,12750,Validation error
0.028449999999999975,12750,Test error
0.02762500000000001,12800,Train error
0.03450000000000003,12800,Validation error
0.029000000000000005,12800,Test error
0.026874999999999982,12850,Train error
0.030500000000000006,12850,Validation error
0.02839999999999999,12850,Test error
0.025749999999999985,12900,Train error
0.030000000000000006,12900,Validation error
0.02649999999999999,12900,Test error
0.023375,12950,Train error
0.03200000000000001,12950,Validation error
0.027699999999999992,12950,Test error
0.025500000000000002,13000,Train error
0.031000000000000007,13000,Validation error
0.026949999999999984,13000,Test error
0.024749999999999994,13050,Train error
0.03200000000000001,13050,Validation error
0.02629999999999998,13050,Test error
0.026000000000000002,13100,Train error
0.031000000000000007,13100,Validation error
0.028199999999999992,13100,Test error
0.028000000000000004,13150,Train error
0.031500000000000014,13150,Validation error
0.028199999999999982,13150,Test error
0.025375,13200,Train error
0.030000000000000006,13200,Validation error
0.02719999999999999,13200,Test error
0.027124999999999976,13250,Train error
0.033000000000000015,13250,Validation error
0.027449999999999974,13250,Test error
0.025249999999999995,13300,Train error
0.028000000000000025,13300,Validation error
0.02789999999999997,13300,Test error
0.024249999999999994,13350,Train error
0.028500000000000004,13350,Validation error
0.02709999999999998,13350,Test error
0.027625,13400,Train error
0.031500000000000014,13400,Validation error
0.02959999999999997,13400,Test error
0.02450000000000001,13450,Train error
0.029500000000000016,13450,Validation error
0.027149999999999987,13450,Test error
0.026250000000000006,13500,Train error
0.025500000000000012,13500,Validation error
0.02729999999999998,13500,Test error
0.027625,13550,Train error
0.03700000000000001,13550,Validation error
0.029299999999999982,13550,Test error
0.02387499999999999,13600,Train error
0.028500000000000015,13600,Validation error
0.024999999999999988,13600,Test error
0.02587499999999998,13650,Train error
0.028500000000000015,13650,Validation error
0.027949999999999975,13650,Test error
0.02437499999999998,13700,Train error
0.03300000000000001,13700,Validation error
0.027349999999999996,13700,Test error
0.024249999999999994,13750,Train error
0.029000000000000026,13750,Validation error
0.0273,13750,Test error
0.02762500000000001,13800,Train error
0.03500000000000001,13800,Validation error
0.028199999999999982,13800,Test error
0.025750000000000006,13850,Train error
0.031000000000000007,13850,Validation error
0.02679999999999998,13850,Test error
0.02450000000000001,13900,Train error
0.027500000000000004,13900,Validation error
0.027749999999999997,13900,Test error
0.02712499999999999,13950,Train error
0.03500000000000001,13950,Validation error
0.028149999999999998,13950,Test error
0.024749999999999994,14000,Train error
0.03400000000000003,14000,Validation error
0.02759999999999998,14000,Test error
0.025500000000000002,14050,Train error
0.025000000000000012,14050,Validation error
0.02679999999999998,14050,Test error
0.02537499999999999,14100,Train error
0.031000000000000007,14100,Validation error
0.028249999999999987,14100,Test error
0.025750000000000016,14150,Train error
0.031000000000000017,14150,Validation error
0.026349999999999985,14150,Test error
0.025375000000000016,14200,Train error
0.032500000000000015,14200,Validation error
0.02569999999999999,14200,Test error
0.025250000000000005,14250,Train error
0.032000000000000015,14250,Validation error
0.029199999999999983,14250,Test error
0.024249999999999983,14300,Train error
0.030000000000000006,14300,Validation error
0.02689999999999998,14300,Test error
0.027750000000000007,14350,Train error
0.03450000000000001,14350,Validation error
0.029449999999999987,14350,Test error
0.026749999999999986,14400,Train error
0.03500000000000002,14400,Validation error
0.028549999999999985,14400,Test error
0.026625,14450,Train error
0.031000000000000007,14450,Validation error
0.029049999999999986,14450,Test error
0.025375,14500,Train error
0.028500000000000004,14500,Validation error
0.027749999999999986,14500,Test error
0.024749999999999994,14550,Train error
0.032500000000000015,14550,Validation error
0.02805,14550,Test error
0.025124999999999998,14600,Train error
0.030500000000000017,14600,Validation error
0.027149999999999997,14600,Test error
0.026749999999999986,14650,Train error
0.03150000000000003,14650,Validation error
0.028349999999999986,14650,Test error
0.027750000000000007,14700,Train error
0.03250000000000001,14700,Validation error
0.029349999999999998,14700,Test error
0.0225,14750,Train error
0.028000000000000004,14750,Validation error
0.025749999999999985,14750,Test error
0.026250000000000006,14800,Train error
0.028500000000000015,14800,Validation error
0.027749999999999997,14800,Test error
0.025749999999999995,14850,Train error
0.03350000000000001,14850,Validation error
0.027149999999999987,14850,Test error
0.025625,14900,Train error
0.030000000000000006,14900,Validation error
0.027249999999999986,14900,Test error
0.025124999999999998,14950,Train error
0.027000000000000024,14950,Validation error
0.02759999999999998,14950,Test error
