Error,Epocas,Class
0.006123440287379298,5280,Train error
0.005819514129501936,5280,Test error
0.006557067398535378,5300,Train error
0.006379612068136209,5300,Test error
0.0073852272409462415,5320,Train error
0.006917156533963811,5320,Test error
0.006625246307146852,5340,Train error
0.006383498047904346,5340,Test error
0.005949769206604694,5360,Train error
0.005660340626140063,5360,Test error
0.006437692590217245,5380,Train error
0.006261433266888356,5380,Test error
0.0061371907936704695,5400,Train error
0.0058524997108531625,5400,Test error
0.00640132952126255,5420,Train error
0.00600280043231731,5420,Test error
0.006143553392092804,5440,Train error
0.005891010946564596,5440,Test error
0.005948671400675491,5460,Train error
0.005697751907916407,5460,Test error
0.006034679354210937,5480,Train error
0.0058053181121417675,5480,Test error
0.006312309227223245,5500,Train error
0.006105024837443974,5500,Test error
0.006191855662096398,5520,Train error
0.005775488947533367,5520,Test error
0.006488861860364464,5540,Train error
0.006109378544701461,5540,Test error
0.006081281800653028,5560,Train error
0.005801901797358891,5560,Test error
0.006485051962991204,5580,Train error
0.006233116282341227,5580,Test error
0.006920228632558256,5600,Train error
0.006671748900691455,5600,Test error
0.012207468933280093,5620,Train error
0.0115843262718274,5620,Test error
0.006140286616666874,5640,Train error
0.005951705148206766,5640,Test error
0.006299255423488027,5660,Train error
0.005998236033789916,5660,Test error
0.006965763369705082,5680,Train error
0.006624902627644194,5680,Test error
0.007303814445903877,5700,Train error
0.00713403059758679,5700,Test error
0.0062665406361939935,5720,Train error
0.005978583066093308,5720,Test error
0.0062213902335617344,5740,Train error
0.005833399116236387,5740,Test error
0.006003902221403308,5760,Train error
0.005757424214310082,5760,Test error
0.0059828160203786954,5780,Train error
0.0057367903535963756,5780,Test error
0.006185618689742007,5800,Train error
0.005962903767959504,5800,Test error
0.005969326935241395,5820,Train error
0.0056914833306644826,5820,Test error
0.007260383253706084,5840,Train error
0.006929309392926965,5840,Test error
0.006611274670261969,5860,Train error
0.00643842232288456,5860,Test error
0.005940174755226221,5880,Train error
0.00575388526878988,5880,Test error
0.005942353076747537,5900,Train error
0.005768722210132691,5900,Test error
0.005947637058349746,5920,Train error
0.005626225055353119,5920,Test error
0.005954203189868001,5940,Train error
0.0055916935384836925,5940,Test error
0.006035956468737444,5960,Train error
0.005750292633662665,5960,Test error
0.006176567568384169,5980,Train error
0.005926156029324632,5980,Test error
0.005955772014199267,6000,Train error
0.005576860018571605,6000,Test error
0.00592978541624612,6020,Train error
0.0056127145994311345,6020,Test error
0.006035905316726178,6040,Train error
0.005730547577820556,6040,Test error
0.006017470198375927,6060,Train error
0.005769970542728781,6060,Test error
0.007207281481715719,6080,Train error
0.006688700758130293,6080,Test error
0.0061394172585100505,6100,Train error
0.005881126260586244,6100,Test error
0.00665160779108649,6120,Train error
0.006386645650376455,6120,Test error
0.00633704241812952,6140,Train error
0.006081949350996577,6140,Test error
0.0070951549471292095,6160,Train error
0.006955445512064473,6160,Test error
0.006037632234479992,6180,Train error
0.005842722992391181,6180,Test error
0.006047405669298489,6200,Train error
0.005766598498827641,6200,Test error
0.005927554824130797,6220,Train error
0.00565351407895859,6220,Test error
0.00618738888315788,6240,Train error
0.0059073200015102734,6240,Test error
0.005922422232615836,6260,Train error
0.005567072833794748,6260,Test error
0.007706033403735961,6280,Train error
0.007218260668351008,6280,Test error
0.0063245258026380525,6300,Train error
0.005979959407578513,6300,Test error
0.007705575445581244,6320,Train error
0.007337642862904825,6320,Test error
0.009190348633640004,6340,Train error
0.009126905859017686,6340,Test error
0.00593390634449048,6360,Train error
0.00567052127697082,6360,Test error
0.0059789097374912704,6380,Train error
0.005652697506730357,6380,Test error
0.0059276573846634584,6400,Train error
0.00560425362260571,6400,Test error
0.006404385496312121,6420,Train error
0.006203336601178046,6420,Test error
0.005971450637173686,6440,Train error
0.005780504088769834,6440,Test error
0.007111562835047734,6460,Train error
0.006655859653743742,6460,Test error
0.00598227032114764,6480,Train error
0.005666478606505603,6480,Test error
0.006489309026181016,6500,Train error
0.006067824946523651,6500,Test error
0.005921900322468533,6520,Train error
0.0057064320337714405,6520,Test error
0.006162611919526949,6540,Train error
0.005974250128670162,6540,Test error
0.006819356858428868,6560,Train error
0.0066168410567551275,6560,Test error
0.0060845939682914645,6580,Train error
0.0057606411670953215,6580,Test error
0.006350933728518571,6600,Train error
0.006187317723741292,6600,Test error
0.006161781917378642,6620,Train error
0.005862377445087738,6620,Test error
0.005935213920480599,6640,Train error
0.005589366605929193,6640,Test error
0.0060402850804807786,6660,Train error
0.005708903442775865,6660,Test error
0.006137204202123762,6680,Train error
0.005784771443835855,6680,Test error
0.006731311607769033,6700,Train error
0.006487832594314141,6700,Test error
0.006063828476348104,6720,Train error
0.005834253092848824,6720,Test error
0.006445508212269139,6740,Train error
0.006229160409657074,6740,Test error
0.006323268262406794,6760,Train error
0.006032363431392784,6760,Test error
0.00593017241793778,6780,Train error
0.005738625793008144,6780,Test error
0.010940543091999792,6800,Train error
0.010481445721313232,6800,Test error
0.006338004058706095,6820,Train error
0.006124844827850959,6820,Test error
0.007203772932084609,6840,Train error
0.006801781659187718,6840,Test error
0.00591411323633523,6860,Train error
0.005588911027418619,6860,Test error
0.008036450156976108,6880,Train error
0.007851476809607249,6880,Test error
0.0067332654667357815,6900,Train error
0.006471311722765608,6900,Test error
0.008079947050751546,6920,Train error
0.007600279162447051,6920,Test error
0.005929635617393088,6940,Train error
0.0056673414919528355,6940,Test error
0.006226594465821697,6960,Train error
0.0058372859419476815,6960,Test error
0.005930255486454284,6980,Train error
0.0056856404117621205,6980,Test error
0.006474334147326508,7000,Train error
0.006392948203914406,7000,Test error
0.005912902035816344,7020,Train error
0.0057553143834112915,7020,Test error
0.005919908024454612,7040,Train error
0.005738205199964561,7040,Test error
0.0074406284224443975,7060,Train error
0.007082701826180279,7060,Test error
0.005998301938683836,7080,Train error
0.0057638146938577195,7080,Test error
0.006043287248411674,7100,Train error
0.005845221309029807,7100,Test error
0.005994743682338487,7120,Train error
0.005754876095181968,7120,Test error
0.0059140223168317515,7140,Train error
0.0057280421698606455,7140,Test error
0.006044454931386419,7160,Train error
0.005845580164882975,7160,Test error
0.006480104882748177,7180,Train error
0.006132088535017734,7180,Test error
0.006021798959529642,7200,Train error
0.005765383592207143,7200,Test error
0.00613342291324956,7220,Train error
0.005821659727128423,7220,Test error
0.005981109061726447,7240,Train error
0.005612563360278462,7240,Test error
0.005930622416908714,7260,Train error
0.005658452666298628,7260,Test error
0.006079398112623602,7280,Train error
0.005728563521271727,7280,Test error
0.0059271534677346055,7300,Train error
0.005685849117423946,7300,Test error
0.0061091297294064185,7320,Train error
0.005789829299538881,7320,Test error
0.007088342288865719,7340,Train error
0.0068290399506432745,7340,Test error
0.006068858849183573,7360,Train error
0.0058342044647063315,7360,Test error
0.006240639345395782,7380,Train error
0.006056625842527364,7380,Test error
0.005926085194646561,7400,Train error
0.005683346876977282,7400,Test error
0.006290109250328989,7420,Train error
0.005905868730693639,7420,Test error
0.007559560175284906,7440,Train error
0.0070783863416288345,7440,Test error
0.0059885448287742525,7460,Train error
0.005661313564062654,7460,Test error
0.005908010722914005,7480,Train error
0.005667239456712357,7480,Test error
0.006937758528836695,7500,Train error
0.006528229248872984,7500,Test error
0.006085004090429291,7520,Train error
0.005934015503312777,7520,Test error
0.00658351819023204,7540,Train error
0.00642238171088191,7540,Test error
0.00628104332073936,7560,Train error
0.006151670978774395,7560,Test error
0.006096358577067762,7580,Train error
0.00579347690651937,7580,Test error
0.007601753852236306,7600,Train error
0.007466069208413947,7600,Test error
0.0061650582048690065,7620,Train error
0.00600775386057687,7620,Test error
0.005950019607461118,7640,Train error
0.005758324143814333,7640,Test error
0.006435616245678665,7660,Train error
0.006191145484870266,7660,Test error
0.0059072907412632426,7680,Train error
0.005658436843497379,7680,Test error
0.005944040892645688,7700,Train error
0.005680787033580435,7700,Test error
0.007524373240031383,7720,Train error
0.007100501265829695,7720,Test error
0.005975660532038001,7740,Train error
0.005776440413848589,7740,Test error
0.005889491123667106,7760,Train error
0.005691289635995201,7760,Test error
0.005975069933209828,7780,Train error
0.005705267255096185,7780,Test error
0.006013450275941617,7800,Train error
0.005720561196907047,7800,Test error
0.005977079165399869,7820,Train error
0.005654567670487969,7820,Test error
0.005906196525877038,7840,Train error
0.005583859495171989,7840,Test error
0.006091483247115302,7860,Train error
0.005860140169248825,7860,Test error
0.006068382141686553,7880,Train error
0.0057182608604393415,7880,Test error
0.005975203623656608,7900,Train error
0.00581964237644571,7900,Test error
0.006197231279882589,7920,Train error
0.006022437772188167,7920,Test error
0.005918978854865756,7940,Train error
0.005747243799322717,7940,Test error
0.00632604658712938,7960,Train error
0.006011755647655681,7960,Test error
0.005889677843470834,7980,Train error
0.005648386312638586,7980,Test error
0.006971631448307795,8000,Train error
0.0068758457944952675,8000,Test error
0.0069783588421156294,8020,Train error
0.006576152461299796,8020,Test error
0.005902624311207684,8040,Train error
0.005497692665881348,8040,Test error
0.005916949200794989,8060,Train error
0.00553891094261481,8060,Test error
0.006298781026632719,8080,Train error
0.006093070440670799,8080,Test error
0.006101620349036546,8100,Train error
0.0058602608059981805,8100,Test error
0.007889883078765675,8120,Train error
0.00788602961101904,8120,Test error
0.005927744157444343,8140,Train error
0.005759850823973737,8140,Test error
0.005881292960808933,8160,Train error
0.005663930756030758,8160,Test error
0.0060338555328883015,8180,Train error
0.005881151081799371,8180,Test error
0.006676283201826183,8200,Train error
0.006511268369037403,8200,Test error
0.00812898962474908,8220,Train error
0.007966668585924555,8220,Test error
0.005871958535619665,8240,Train error
0.005682080279201084,8240,Test error
0.005967330796131121,8260,Train error
0.005842583408850116,8260,Test error
0.0062339059134322574,8280,Train error
0.006018738891676321,8280,Test error
0.005871692985949216,8300,Train error
0.005679029419965986,8300,Test error
0.006063702860937516,8320,Train error
0.00583089749929777,8320,Test error
0.00665421432834481,8340,Train error
0.006613406514046737,8340,Test error
0.006506174598979881,8360,Train error
0.006208633628904562,8360,Test error
0.006969278464330802,8380,Train error
0.0066236564120549565,8380,Test error
0.006888452477359973,8400,Train error
0.006550477549327735,8400,Test error
0.006135357367627828,8420,Train error
0.00602285332942037,8420,Test error
0.006135726687841814,8440,Train error
0.005931575229967953,8440,Test error
0.006268889331213244,8460,Train error
0.006071288821006123,8460,Test error
0.00599960606810957,8480,Train error
0.005881835343039968,8480,Test error
0.007076028802097214,8500,Train error
0.007112358669040588,8500,Test error
0.006285021887584695,8520,Train error
0.0059968884926813355,8520,Test error
0.005909555417861873,8540,Train error
0.005662075946706483,8540,Test error
0.011197845078895721,8560,Train error
0.011203163003841658,8560,Test error
0.006380323422450572,8580,Train error
0.006180723737107077,8580,Test error
0.006041492057711343,8600,Train error
0.005828732766610211,8600,Test error
0.0058823376432599085,8620,Train error
0.005556878069858786,8620,Test error
0.005876378412916976,8640,Train error
0.0056090771712971835,8640,Test error
0.006200300759714842,8660,Train error
0.005931673089422196,8660,Test error
0.005875425710107492,8680,Train error
0.005632756196670338,8680,Test error
0.007487299413611052,8700,Train error
0.00708142053701915,8700,Test error
