Epocas,Pesos
0,5.958525335073775
20,6.988202038026742
40,7.771365249975265
60,8.417884896261901
80,8.845738638966033
100,8.945895081369992
120,8.908678614694669
140,8.906090127853888
160,8.968871345238485
180,8.973360691603908
200,9.000121095012426
220,9.033299275406883
240,9.023362739732896
260,9.030669905014177
280,9.038783252545919
300,9.026916362125988
320,9.086241154631455
340,9.123446562757414
360,9.104219249429638
380,9.123687527290707
400,9.095541065100944
420,9.100823829060875
440,9.146288478129339
460,9.28793385558987
480,9.285654539775402
500,9.334944318259314
520,9.349563989756621
540,9.330459680699674
560,9.317327963158204
580,9.319738695797309
600,9.372568966374537
620,9.325860150093796
640,9.331416485142238
660,9.352145057086622
680,9.356214366279357
700,9.393045599804982
720,9.35946731560656
740,9.3702191732668
760,9.432040384181889
780,9.428920144992235
800,9.452535298796487
820,9.545082025339092
840,9.54561412105219
860,9.555208342309468
880,9.550410343393992
900,9.561883242631648
920,9.582206253096427
940,9.6089135543839
960,9.585251322000222
980,9.630397468831617
1000,9.625692644560726
1020,9.644423657675574
1040,9.677858622295592
1060,9.65115400714467
1080,9.646670121177383
1100,9.633966111546142
1120,9.694537660981508
1140,9.709464445812324
1160,9.744533423836472
1180,9.715393013145166
1200,9.713966435810118
1220,9.71553786001371
1240,9.732692379816948
1260,9.746279518068862
1280,9.732688132129997
1300,9.746623616947918
1320,9.742999619605731
1340,9.799097074199295
1360,9.809529935549039
1380,9.779658578144197
1400,9.793710187845997
1420,9.805923112191346
1440,9.830069150883759
1460,9.844996603286162
1480,9.85528986545934
1500,9.86239295340333
1520,9.892706911449142
1540,9.87468663733893
1560,9.884386721719956
1580,9.866728430164267
1600,9.861774647432267
1620,9.878080450977857
1640,9.896226444035308
1660,9.887056978221153
1680,9.9144440312751
1700,9.933872838693627
1720,9.962643230513713
1740,9.982901397228742
1760,9.982400244637994
1780,9.977518300519957
1800,9.948148115822905
1820,9.98149193319152
1840,9.97259292278146
1860,9.976810173564711
1880,9.989122715251447
1900,9.954104689399582
1920,9.988684074842391
1940,10.004054360596047
1960,10.002295215357284
1980,10.021710959647695
2000,10.020001244032425
2020,10.015173224869002
2040,10.033087608976194
2060,10.029798132426468
2080,10.057335876435095
2100,10.072202923621248
2120,10.074582098980605
2140,10.079309056095939
2160,10.095898874691263
2180,10.070056303195212
2200,10.123166347073138
2220,10.0952904127431
2240,10.107371389676224
2260,10.16869923078143
2280,10.11884463757034
2300,10.122294106058828
2320,10.14035767249948
2340,10.11812394741716
2360,10.131859018779949
2380,10.137222284368963
2400,10.143343952127822
2420,10.17323470932207
2440,10.145478214222084
2460,10.172399711797734
2480,10.111688020512135
2500,10.164918625238375
2520,10.157544813965627
2540,10.160267440549351
2560,10.13080948907383
2580,10.2062275429994
2600,10.221627314599733
2620,10.186628487009617
2640,10.23702378958647
2660,10.259045237343456
2680,10.222613006057305
2700,10.248697638101419
2720,10.244123584200556
2740,10.257161766702264
2760,10.264204667038868
2780,10.248058740898323
2800,10.241345943955086
2820,10.25785513144035
2840,10.25881959258879
2860,10.269110372973632
2880,10.282731351613142
2900,10.254633327278537
2920,10.268679203608329
2940,10.256287175920882
2960,10.273029595760942
2980,10.308033765315837
3000,10.28512791618516
3020,10.287516167649034
3040,10.316053092138919
3060,10.324760312887763
3080,10.349230067321919
3100,10.325351593181175
3120,10.319764456400513
3140,10.301231731715
3160,10.363519271122684
3180,10.349204162037429
3200,10.35256747395853
3220,10.402727463257927
3240,10.386016451106043
3260,10.358117826719907
3280,10.344160950885358
3300,10.37517025317537
3320,10.36572249079688
3340,10.399144457094897
3360,10.384830894235904
3380,10.42157309903817
3400,10.40753696876454
3420,10.428577728060962
3440,10.420984500548625
3460,10.408132123485043
3480,10.419921521138203
3500,10.413797890226386
3520,10.427014782930684
3540,10.462877603590666
3560,10.411428971539596
3580,10.406004846096199
3600,10.415695245554433
3620,10.414445100801956
3640,10.430950502535545
3660,10.442151632786128
3680,10.469586437163453
3700,10.435251637602535
3720,10.403245143877655
3740,10.433718505477188
3760,10.42834435863157
3780,10.431200132360445
3800,10.465897546974542
3820,10.460622083844793
3840,10.491336731810136
3860,10.496056791960278
3880,10.456550522149218
3900,10.47892982263983
3920,10.435135507470457
3940,10.427780403531857
3960,10.468492229947701
3980,10.449815282575528
4000,10.448675247207795
4020,10.458174422824356
4040,10.458095672454785
4060,10.466436061148196
4080,10.47176740290347
4100,10.466118571075203
4120,10.465496279315142
4140,10.474072847257844
4160,10.49922811160373
4180,10.507354522662403
4200,10.467678995073602
4220,10.474674706501471
4240,10.51079796510619
4260,10.555807737176515
4280,10.523568207437323
4300,10.523644867993774
4320,10.544666264081144
4340,10.505714821069505
4360,10.538784842544747
4380,10.504877511158414
4400,10.467308502321584
4420,10.473799799220771
4440,10.480395969476122
4460,10.50574319458192
4480,10.539102109325826
4500,10.51810387837735
4520,10.5278550264141
4540,10.505774539033006
4560,10.536629766204209
4580,10.496995171716357
4600,10.500058053165455
4620,10.491036360520395
4640,10.491740057831304
4660,10.47249074666691
4680,10.484471046350826
4700,10.569021473107355
4720,10.542871444279733
4740,10.56349282410342
4760,10.571201008130565
4780,10.585990778196704
4800,10.58619413146775
4820,10.590408080603439
4840,10.599510169318876
4860,10.599913574488323
4880,10.56104882292174
4900,10.56832563654458
4920,10.53048725650401
4940,10.52250305651143
4960,10.564460512960256
4980,10.538382002301631
5000,10.542792826326592
5020,10.568618717384313
5040,10.562498784569652
5060,10.53457066138625
5080,10.548464185188028
5100,10.58101016460559
5120,10.58925393493746
5140,10.588488609212696
5160,10.587793008628354
5180,10.615861589711987
5200,10.592028916855094
5220,10.579242461880208
5240,10.568190888547381
5260,10.58287362273348
5280,10.607176173121195
5300,10.56594372083152
5320,10.621077685033946
5340,10.600287430110637
5360,10.600910251612
5380,10.594779232265136
5400,10.574096183971601
5420,10.63070650903768
5440,10.616819803518338
5460,10.593850756177403
5480,10.586832178522831
5500,10.608789299837994
5520,10.636594782183446
5540,10.62724576937988
5560,10.59572818193163
5580,10.596032701882017
5600,10.565353078347414
5620,10.62976631483356
5640,10.570412897115148
5660,10.590073151183393
5680,10.599833838892446
5700,10.583497274490636
5720,10.607578399293022
5740,10.640681805240336
5760,10.632458081060285
5780,10.657899804861483
5800,10.63050150263339
5820,10.648353494059686
5840,10.646777510786382
5860,10.619875915080193
5880,10.632104020413399
5900,10.637585857485698
5920,10.657844056189564
5940,10.660037188784035
5960,10.649628971504246
5980,10.649092713053811
6000,10.689605200301434
6020,10.685132710936625
6040,10.681959677034154
6060,10.661041848764711
6080,10.704493989525098
6100,10.677453828741541
6120,10.690201088522333
6140,10.700504744768576
6160,10.675766300265916
6180,10.686628888976074
6200,10.70041304378903
6220,10.702421808416451
6240,10.703805761953591
6260,10.713321060900704
6280,10.725978032696764
6300,10.725411750182424
6320,10.721634692568847
6340,10.679822834074216
6360,10.703755332053374
6380,10.716449797697138
6400,10.73416302055448
6420,10.706709319697861
6440,10.681563215935128
6460,10.721308438181236
6480,10.688086257197519
6500,10.71817546786244
6520,10.671263641979614
6540,10.680128122387757
6560,10.677590536424777
6580,10.676843712884423
6600,10.637439469550532
6620,10.66312610271142
6640,10.688602590224068
6660,10.68922936604638
6680,10.686357733607988
6700,10.682022956911194
6720,10.694308095184017
6740,10.686078290280753
6760,10.712622071860164
6780,10.676534440145314
6800,10.720048728526228
6820,10.670042974535233
6840,10.707828146697526
6860,10.695782408703037
6880,10.69389151708949
6900,10.707105973813224
6920,10.741271214827348
6940,10.720341001705247
6960,10.745194280600902
6980,10.699538758236159
7000,10.692563767893013
7020,10.694414265141592
7040,10.698301141850079
7060,10.728174559703433
7080,10.70384223858876
7100,10.70099000823837
7120,10.708551170968938
7140,10.725260142478728
7160,10.727162092422216
7180,10.752331604399917
7200,10.73660570758356
7220,10.75057395568888
7240,10.755329537042572
7260,10.74647533068025
7280,10.758335013674955
7300,10.747999684768303
7320,10.762466671408923
7340,10.74231658331766
7360,10.748121907413932
7380,10.747805973791671
7400,10.74797144539004
7420,10.78046232555766
7440,10.789949262731
7460,10.780159117755101
7480,10.789549446231
7500,10.795752156729705
7520,10.770329963554069
7540,10.755174202275192
7560,10.754250518731933
7580,10.789533881465792
7600,10.758864765415483
7620,10.760537061976606
7640,10.772820357753748
7660,10.763722976283063
7680,10.763808139163682
7700,10.775984741443098
7720,10.775763230106847
7740,10.76498202159193
7760,10.775291222857511
7780,10.786419043957897
7800,10.800967330513643
7820,10.79879262827368
7840,10.796137996190115
7860,10.7804379617704
7880,10.803166755903963
7900,10.774000263828494
7920,10.776897940864341
7940,10.766189875139833
7960,10.787873222317277
7980,10.783255713146078
8000,10.775444675438838
8020,10.830856679092253
8040,10.832078439850735
8060,10.820505261336049
8080,10.79337307943091
8100,10.817312615254819
8120,10.779156383845532
8140,10.806532951420294
8160,10.795886549143036
8180,10.798715685435383
8200,10.81404067930163
8220,10.79965109225947
8240,10.86109796037767
8260,10.85357206623241
8280,10.87159973618964
8300,10.860293893963437
8320,10.871312019159127
8340,10.837783983518225
8360,10.875968924108628
8380,10.87610756931208
8400,10.860660446179956
8420,10.834640688347662
8440,10.867284599296095
8460,10.873605568115668
8480,10.84463388913291
8500,10.829461431404106
8520,10.879116365078925
8540,10.869491369752183
8560,10.827763737914868
8580,10.850379999024959
8600,10.844063505748519
8620,10.845084254478024
8640,10.830040619868917
8660,10.825426745571065
8680,10.818528926071476
8700,10.874378461638678
8720,10.84897880652403
8740,10.878161720872619
8760,10.859048203167838
8780,10.884231518965391
8800,10.874707611604332
8820,10.893399410118075
8840,10.861852515589005
8860,10.862972344640752
8880,10.904491935272755
8900,10.910290292397978
8920,10.872309713093355
8940,10.91381848962839
8960,10.871692051133476
8980,10.82939565499406
9000,10.888699283292713
9020,10.85328381022104
9040,10.88750607248293
9060,10.877282270286416
9080,10.849333755998861
9100,10.84258617056814
9120,10.872979566757241
9140,10.879084602378828
9160,10.869991742590251
9180,10.902987814425675
9200,10.875770965663737
9220,10.859487783974476
9240,10.918493734630992
9260,10.89852581539845
9280,10.887074346602212
9300,10.906842049538694
9320,10.892981797350659
9340,10.897200781492494
9360,10.85573911366825
9380,10.87864195800356
9400,10.869286113811349
9420,10.865424617637736
9440,10.871547762605662
9460,10.888375715595348
9480,10.902443736793156
9500,10.893154520104313
9520,10.919057839476572
9540,10.923328559255266
9560,10.91271598996613
9580,10.91680115430498
9600,10.893531898682049
9620,10.904143842207398
9640,10.920181293501827
9660,10.913029239805578
9680,10.906593551767358
9700,10.904664362417106
9720,10.912554316267313
9740,10.932333178606012
9760,10.92029731573282
9780,10.93611580581975
9800,10.912808140524305
9820,10.914399054685116
9840,10.902538320443014
9860,10.924358333038775
9880,10.921400264941798
9900,10.91974643215171
9920,10.91991612877689
9940,10.88322393856636
9960,10.896552259955822
9980,10.91769106288032
10000,10.910270252033644
10020,10.902346926206523
