Epocas,Pesos
10040,10.902249257309258
10060,10.901190984029942
10080,10.900531268549564
10100,10.938967557700025
10120,10.934136511858487
10140,10.946095504080802
10160,10.922546287878593
10180,10.931841137323989
10200,10.947921244073175
10220,10.911934171260857
10240,10.931896695391021
10260,10.92935506809157
10280,10.899715620048681
10300,10.916897660227496
10320,10.938201075064555
10340,10.947763878803052
10360,10.934821148343076
10380,10.995757600685646
10400,10.96557178230838
10420,10.98281533483874
10440,10.983373706901183
10460,10.949700400886352
10480,10.98280903438539
10500,10.962604857208717
10520,10.981603839144508
10540,10.971682390007018
10560,10.969951060225508
10580,10.949661272487052
10600,10.955993683411414
10620,10.95535610633884
10640,10.955190330046396
10660,10.95398884903204
10680,10.993264932351515
10700,10.93098761438064
10720,10.982642334524707
10740,10.9531468937871
10760,10.990941552403743
10780,11.002587282230564
10800,10.987745380476175
10820,10.973048867828727
10840,10.977558400801898
10860,10.998548813523634
10880,11.00576235222243
10900,11.007913866405051
10920,11.011509835374195
10940,11.013931319831366
10960,11.01857949763696
10980,11.032800373459267
11000,10.997970247502643
11020,11.030707707151505
11040,11.028306950184078
11060,11.022895133064685
11080,11.029671772058466
11100,11.006347776907798
11120,10.992003502883165
11140,10.999478803965841
11160,10.96735056195078
11180,10.964820688152958
11200,10.977929661936685
11220,10.992991851184435
11240,11.0091550070479
11260,10.995730333965362
11280,10.97123702703941
11300,10.968605011366606
11320,10.965479980213196
11340,10.98652010557409
11360,10.974893109514316
11380,11.015249885274645
11400,11.03320895067483
11420,11.032776953003768
11440,11.025535009664686
11460,11.071851578298919
11480,11.018966565027192
11500,11.036354844115792
11520,11.041141144059935
11540,11.02140234781787
11560,11.044207173472024
11580,11.053844253382254
11600,11.045226660443237
11620,11.039440457291143
11640,11.026501656023852
11660,11.002939099523413
11680,11.040368774731798
11700,11.02752080727802
11720,11.0299949744086
11740,11.054442627028909
11760,11.028233633359998
11780,11.045523642002067
11800,11.005882390044533
11820,11.038780897001658
11840,11.055478999341222
11860,11.071928568998183
11880,11.09346291729473
11900,11.076887598950673
11920,11.07135719274654
11940,11.047837833087469
11960,11.051035032459199
11980,11.073290876779103
12000,11.10771678270657
12020,11.091662517082844
12040,11.107178539802703
12060,11.095233219056272
12080,11.125686830218184
12100,11.08137273751268
12120,11.130311977360293
12140,11.102784141428877
12160,11.141658330237917
12180,11.104590149166793
12200,11.099753344587896
12220,11.093264803782453
12240,11.08357068954472
12260,11.067649638344061
12280,11.121934161238718
12300,11.115818156456044
12320,11.135180759506966
12340,11.123934539082335
12360,11.132477103401348
12380,11.109209018868642
12400,11.16327275749701
12420,11.160740899769642
12440,11.142768002177021
12460,11.137198788577956
12480,11.155662829541274
12500,11.15507788931389
12520,11.149268464676807
12540,11.140056595774482
12560,11.156888849548745
12580,11.160482281686718
12600,11.17755978073795
12620,11.15836741123183
12640,11.158387613697801
12660,11.14873284436538
12680,11.141158277170199
12700,11.12258426162774
12720,11.153908211038598
12740,11.106958268704023
12760,11.137701382841511
12780,11.163162408518279
12800,11.11785082280447
12820,11.131820480225846
12840,11.117474456512427
12860,11.165177057307865
12880,11.157261250026519
12900,11.173295251696155
12920,11.189459907912646
12940,11.19549594977251
12960,11.161491855096077
12980,11.168447785075536
13000,11.173178884653762
13020,11.169800018161794
13040,11.162399793540313
13060,11.167468379631096
13080,11.211248822684574
13100,11.169934299030103
13120,11.221609495072936
13140,11.209548247451345
13160,11.226399722005684
13180,11.251473296167173
13200,11.225128554477973
13220,11.210125112902531
13240,11.219279954479752
13260,11.196244905306742
13280,11.191184143612166
13300,11.195514121131323
13320,11.189490690126668
13340,11.195373991934627
13360,11.212595202238626
13380,11.235430976669196
13400,11.239820061848095
13420,11.245492080347292
13440,11.1933107447019
13460,11.24600328073958
13480,11.227899953327272
13500,11.225384337567323
13520,11.257203181618511
13540,11.209066417709238
13560,11.227291809623429
13580,11.212892370287536
13600,11.22332998819827
13620,11.186524735085143
13640,11.169873550590047
13660,11.21084703390742
13680,11.214588385365373
13700,11.21436013142853
13720,11.214700930136633
13740,11.2786237623299
13760,11.226630765366151
13780,11.204747521399229
13800,11.213367343483489
13820,11.22551868478622
13840,11.243578527610858
13860,11.214871262107767
13880,11.248817369096297
13900,11.203998958774221
13920,11.216112786495426
13940,11.252080929517215
13960,11.272291051544755
13980,11.258643928315188
14000,11.296057595795897
14020,11.267897510466277
14040,11.277213928349545
14060,11.288059101886027
14080,11.262691622812135
14100,11.281057910930828
14120,11.299007256004035
14140,11.275842083798526
14160,11.285812350366456
14180,11.313602201523786
14200,11.301116746797382
14220,11.315333059845868
14240,11.286518184632222
14260,11.297713471515983
14280,11.313308016277151
14300,11.332141881497146
14320,11.314901381490927
14340,11.341111604318167
14360,11.303455106779754
14380,11.289375643266832
14400,11.28129087095775
14420,11.276804117475788
14440,11.289953795148719
14460,11.299107445024287
14480,11.359430181401965
14500,11.33406172031954
14520,11.307393132307368
14540,11.305729476288654
14560,11.28501365927238
14580,11.319755585297521
14600,11.313455235317463
14620,11.287042756583563
14640,11.334671930741898
14660,11.330487928992977
14680,11.313956699484534
14700,11.295319124400976
14720,11.329073616912623
14740,11.308368410789416
14760,11.304697890842146
14780,11.335748732626275
14800,11.311121073815613
14820,11.310576009333065
14840,11.29651588545601
14860,11.321011105518512
14880,11.322244549011922
14900,11.33320233907561
14920,11.36210462091692
14940,11.37144900034486
14960,11.335131188910978
14980,11.35216777318728
15000,11.365417183759627
15020,11.371188007922296
15040,11.321030398184774
15060,11.32507881001732
15080,11.363730867964422
15100,11.329032773966546
15120,11.315838229049177
15140,11.361037364721316
15160,11.355717056412118
15180,11.369000183892986
15200,11.325299721813096
15220,11.351992351829342
15240,11.373483820657981
15260,11.429078731103747
15280,11.403286464252698
15300,11.417908370716836
15320,11.436635795693345
15340,11.398323127643389
15360,11.409886555805038
15380,11.407249908013082
15400,11.407775891757392
15420,11.402182383242454
15440,11.413952258744605
15460,11.434692970844946
15480,11.427570734757932
15500,11.41540556649393
15520,11.443506370042417
15540,11.461067341443746
15560,11.44474035144006
15580,11.43889837297854
15600,11.457460358695343
15620,11.440958868113649
15640,11.445002465303125
15660,11.447512285595408
15680,11.447747216514204
15700,11.43437382212285
15720,11.43191602362747
15740,11.451561583223
15760,11.423262228574663
15780,11.439438954821174
15800,11.42463964079555
15820,11.412399275816776
15840,11.43245365436615
15860,11.437348590709515
15880,11.441327562903467
15900,11.476599654503232
15920,11.439952088361618
15940,11.448115659518276
15960,11.44263450291609
15980,11.461080728220338
16000,11.424212891638476
16020,11.432844403867986
16040,11.4263725691325
16060,11.476680209603785
16080,11.436339428410186
16100,11.44074670602664
16120,11.42501592908873
16140,11.45489700079734
16160,11.457887783057394
16180,11.458796802290268
16200,11.481363156216911
16220,11.459984488082924
16240,11.470775517525048
16260,11.485026557281255
16280,11.453758268966258
16300,11.489231776830259
16320,11.519449333459608
16340,11.490260282950373
16360,11.477697685320424
16380,11.475764791302844
16400,11.490340958271517
16420,11.497993452155562
16440,11.50441741648859
16460,11.536842806623477
16480,11.512887185320329
16500,11.509519696594637
16520,11.53275371639337
16540,11.510445817632883
16560,11.528502157713472
16580,11.497188432814259
16600,11.501539449884197
16620,11.52370732395725
16640,11.545853925360705
16660,11.529938779231298
16680,11.563018294145968
16700,11.554990204325037
16720,11.571685628751155
16740,11.581614907310115
16760,11.527752149664522
16780,11.532764483593098
16800,11.550177682270858
16820,11.581777243857118
16840,11.549566406020105
16860,11.553539574943109
16880,11.580738878297847
16900,11.549887481583452
16920,11.57075414608861
16940,11.55954995344127
16960,11.587252479544569
16980,11.58712646324716
17000,11.584158811888448
17020,11.567198429901
17040,11.563410619885623
17060,11.584903226557143
17080,11.582176260849229
17100,11.61973456197492
17120,11.590651508052556
17140,11.614123090113445
17160,11.647623676517055
17180,11.646994318433553
17200,11.612957916421124
17220,11.617063324126287
17240,11.624450132880968
17260,11.643713994016712
17280,11.624919152388635
17300,11.609043589724942
17320,11.606058113379738
17340,11.605324358891362
17360,11.602198905922414
17380,11.592226461096583
17400,11.575537873849447
17420,11.588441407275802
17440,11.607755508824507
17460,11.627089344120478
17480,11.61009944660324
17500,11.612587929821968
17520,11.583553458206865
17540,11.578836529189967
17560,11.594249512965707
17580,11.599405874536725
17600,11.616028904943452
17620,11.60644843811409
17640,11.56317815384913
17660,11.588868830954427
17680,11.623691025664934
17700,11.588179009911812
17720,11.62980673453544
17740,11.611962526915448
17760,11.612505990792439
17780,11.599865546091849
17800,11.61966855696718
17820,11.580906238964795
17840,11.615969105475004
17860,11.64346999510562
17880,11.640430516218151
17900,11.699091099910548
17920,11.70808355846875
17940,11.690421907143893
17960,11.678120728417158
17980,11.684429999492744
18000,11.698278191949338
18020,11.689811032273134
18040,11.673308215129822
18060,11.667059943687756
18080,11.71428163963212
18100,11.711931611378798
18120,11.69988192042296
18140,11.672632602317503
18160,11.706124259864984
18180,11.696040008163958
18200,11.723482159169922
18220,11.728984797811652
18240,11.720346054100709
18260,11.697532449752945
18280,11.732740455080124
18300,11.68710619123776
18320,11.688431139892682
18340,11.739060508858085
18360,11.749865581942156
18380,11.76604842023553
18400,11.754761571055074
18420,11.784958656111126
18440,11.78322230634938
18460,11.818401206544781
18480,11.799138548747418
18500,11.782851972951004
18520,11.775574887205597
18540,11.78735639051221
18560,11.783920220969216
18580,11.811873286697388
18600,11.782937311339108
18620,11.785039950763103
18640,11.760359743313439
18660,11.797617255676828
18680,11.781744709720504
18700,11.768422258057482
18720,11.770528561820964
18740,11.81371208074517
18760,11.782745163999943
18780,11.80147375837527
18800,11.780346298895342
18820,11.78948408461677
18840,11.82320700114649
18860,11.83052766112882
18880,11.842935252503615
18900,11.806670346687206
18920,11.792783601129738
18940,11.829577919189413
18960,11.839209342154476
18980,11.832220237188078
19000,11.84219034910366
19020,11.839688792662603
19040,11.817588780128006
19060,11.85683319862406
19080,11.878881483251988
19100,11.881274105896651
19120,11.869350112131752
19140,11.854409982246313
19160,11.85416112290627
19180,11.885714693164646
19200,11.86555915441644
19220,11.855862736554764
19240,11.888557680850623
19260,11.911339817284246
19280,11.920461171568254
19300,11.902826644854787
19320,11.90391680068724
19340,11.896295004453242
19360,11.913794114412909
19380,11.883257717856935
19400,11.895762245488584
19420,11.92178550367084
19440,11.871907947443335
19460,11.895385744817924
19480,11.866155656001192
19500,11.90098004397013
19520,11.907289931734486
19540,11.934066263845121
19560,11.934171125503669
19580,11.921249867243974
19600,11.90927234110796
19620,11.924222751729477
19640,11.911412406330612
19660,11.931472609108045
19680,11.934384253181532
19700,11.928536285283734
19720,11.910079891144381
19740,11.91189059293766
19760,11.913200264092872
19780,11.946678544836818
19800,11.958026526828455
19820,11.920705020939518
19840,11.92294463334225
19860,11.949036591211009
19880,11.937750520013541
19900,11.931499972573334
19920,11.940705078680065
19940,11.921383096571894
19960,11.913091107595944
19980,11.967284935707598
20000,11.93187388421282
20020,11.950781533507154
20040,11.995128021199985
20060,11.963922775399464
20080,12.007539539894328
20100,12.00119146111654
20120,12.0262630608266
20140,12.01353320920241
20160,12.009358300734712
20180,11.996267439677068
20200,11.985927318402936
20220,11.997630640931451
20240,12.001634933445967
20260,11.978723164426516
20280,11.974010234946391
20300,12.006132422312845
20320,12.024335146790616
20340,12.044792939846378
20360,12.04191566502023
20380,12.029349463126895
20400,12.003091577723797
20420,12.014607564881086
20440,12.067449727935198
20460,12.045984258612574
20480,12.050911940330996
20500,12.05564416542476
20520,12.040151096615679
20540,12.068850021954642
20560,12.032516407281932
20580,12.054782715306846
20600,12.050388824017482
20620,12.016397313958745
20640,12.033316396179185
20660,12.051621240516932
20680,12.022298104554764
20700,12.0513333879506
20720,12.006020533876885
20740,12.058706616475042
20760,12.0605452136342
20780,12.06102685006778
20800,12.07155806808175
20820,12.11314104487559
20840,12.073725682217514
20860,12.12502949401755
20880,12.071520247566124
20900,12.100295468947618
20920,12.091581747036027
20940,12.115189791535855
20960,12.155338577826399
20980,12.115416726535667
21000,12.111556698653073
21020,12.137776477144925
21040,12.13762159854058
21060,12.112895879686242
21080,12.100869867058353
21100,12.151343957791113
21120,12.117325048077667
21140,12.171187816719836
21160,12.144964315924355
21180,12.154062966052368
21200,12.125017901393495
21220,12.135575150929895
21240,12.132830642592438
21260,12.148965025219907
21280,12.10833025119125
21300,12.095136370309984
21320,12.138489840821691
21340,12.143460596995515
21360,12.130384679917519
21380,12.11900925108128
21400,12.104282574321974
21420,12.128204971570156
21440,12.147685488863205
21460,12.149180608556051
21480,12.143293369058146
21500,12.123849245311462
21520,12.161272375405137
21540,12.193804117916166
21560,12.186475331830444
21580,12.154586418406765
21600,12.19412413252222
21620,12.201561512691775
21640,12.153681141306578
21660,12.19191484552764
21680,12.180395232423596
21700,12.212258397148101
21720,12.223103340708974
21740,12.212349748261929
21760,12.19401623804965
21780,12.2083640730134
21800,12.225863299246146
21820,12.199930798736528
21840,12.239404244692746
21860,12.232784739507174
21880,12.265659270581518
21900,12.282153949142224
21920,12.28338042255681
21940,12.271813344069203
21960,12.270612500697837
21980,12.275610110799384
22000,12.256262993284741
22020,12.225645575235777
22040,12.207867784672054
22060,12.208277134324401
22080,12.198053856829702
22100,12.201520125859947
22120,12.22819726611577
22140,12.21663445965331
22160,12.253534630806579
22180,12.284543113142256
22200,12.28643053701002
22220,12.240776442999687
22240,12.260027762882466
22260,12.250229442009797
22280,12.269889201452383
22300,12.303088411756361
22320,12.247950529469966
22340,12.27376153231544
22360,12.281475291617902
22380,12.29544902737206
22400,12.29458085138186
22420,12.292288082989
22440,12.25472007319259
22460,12.236068569361864
22480,12.296863501379372
22500,12.241754006902111
22520,12.275110400402026
22540,12.25351200062488
22560,12.296434134633573
22580,12.310701179063763
22600,12.289538622140984
22620,12.307872641997493
22640,12.327611617400883
22660,12.36631003362942
22680,12.319688567426802
22700,12.31117945200944
22720,12.320852971964621
22740,12.331622570981889
22760,12.311027559357836
22780,12.344106569843685
22800,12.349520089796854
22820,12.335679245501307
22840,12.308581316258724
22860,12.358413923613195
22880,12.384510621638224
22900,12.392296385788082
22920,12.348886235838078
22940,12.314505028612073
22960,12.358545407146945
22980,12.348778902100893
23000,12.355073239930913
23020,12.353562665732799
23040,12.335277508704658
23060,12.379659248131986
23080,12.344478017983747
23100,12.350321319741859
23120,12.392823176853984
23140,12.357603223584
23160,12.392077440685885
23180,12.312833393753602
23200,12.32658651923316
23220,12.356316915956535
23240,12.346293834455727
23260,12.360094039179337
23280,12.378323333699502
23300,12.319494415057125
23320,12.34368853934114
23340,12.394498770054327
23360,12.356927060874108
23380,12.371597609420466
23400,12.350306106428906
23420,12.383822590263941
23440,12.368703228063723
23460,12.40691280207771
23480,12.412152177578763
23500,12.415345741017308
23520,12.375617948072303
23540,12.356277033415548
23560,12.41510171840774
23580,12.374004038950863
23600,12.425634818282479
23620,12.395151053786353
23640,12.412238919569003
23660,12.396221764189125
23680,12.415860529906904
23700,12.39956075891202
23720,12.404326816198234
23740,12.420766641235776
23760,12.416375805076886
23780,12.417335827907863
23800,12.37809397303898
23820,12.41786096961183
23840,12.409636109282207
23860,12.397482270252718
23880,12.438249432836507
23900,12.450400756365696
23920,12.454585921933864
23940,12.487603517082494
23960,12.469221240065988
23980,12.437637725476204
24000,12.483697311976783
24020,12.511755870726322
24040,12.507879408415292
24060,12.496399942950141
24080,12.5020891161614
24100,12.492079950102397
24120,12.48773192238928
24140,12.488719808180027
24160,12.478991759742815
24180,12.525788920905299
24200,12.479998615259905
24220,12.513479197028754
24240,12.444943345737006
24260,12.473183132097034
24280,12.505601751520803
24300,12.498594263498223
24320,12.483910309000347
24340,12.495502567579834
24360,12.538031786069316
24380,12.555588466688938
24400,12.534818073810765
24420,12.5472081674802
24440,12.553220570335254
24460,12.519921651374464
24480,12.55341419819566
24500,12.582758982420671
24520,12.580711093026338
24540,12.530364495913211
24560,12.55397814978082
24580,12.54539865799018
24600,12.558389486175757
24620,12.547136556742082
24640,12.581906416610986
24660,12.569399226910079
24680,12.573214795026328
24700,12.582715029313945
24720,12.61273689172138
24740,12.595481172640518
24760,12.595104582788766
24780,12.576525077267554
24800,12.607333194565904
24820,12.596513965945997
24840,12.588447897331626
24860,12.606180054145304
24880,12.604348321123659
24900,12.605423839367658
24920,12.599796515088867
24940,12.611889497325908
24960,12.600054456960013
24980,12.63577991898315
25000,12.591244430723506
25020,12.6038348221666
25040,12.591730421994285
25060,12.636514668795652
25080,12.58073129284434
25100,12.608302369168555
25120,12.59656655336219
25140,12.584028757358535
25160,12.629574144591242
25180,12.639073119946094
25200,12.621787148799562
25220,12.675241062283163
25240,12.68943497229401
25260,12.664276401066555
25280,12.674572530419372
25300,12.667188375642748
25320,12.639886202537882
25340,12.67049734076576
25360,12.673266558660362
25380,12.695475534606844
25400,12.690126354056272
25420,12.711493652494063
25440,12.689595630859639
25460,12.64898604931873
25480,12.657882882584973
25500,12.696933864822796
