Error,d,Class
0.11599999999999999,8,Gaussian NB - Train parallel
0.11409999999999998,8,Gaussian NB - Test parallel
0.06000000000000005,16,Gaussian NB - Train diagonal
0.11009999999999998,16,Gaussian NB - Test diagonal
0.08399999999999996,16,Gaussian NB - Train parallel
0.10670000000000002,16,Gaussian NB - Test parallel
0.09199999999999997,16,Gaussian NB - Train diagonal
0.11539999999999995,16,Gaussian NB - Test diagonal
0.09599999999999997,16,Gaussian NB - Train parallel
0.10699999999999998,16,Gaussian NB - Test parallel
0.07999999999999996,16,Gaussian NB - Train diagonal
0.10840000000000005,16,Gaussian NB - Test diagonal
0.07599999999999996,16,Gaussian NB - Train parallel
0.11140000000000005,16,Gaussian NB - Test parallel
0.10399999999999998,16,Gaussian NB - Train diagonal
0.11140000000000005,16,Gaussian NB - Test diagonal
0.08799999999999997,16,Gaussian NB - Train parallel
0.11219999999999997,16,Gaussian NB - Test parallel
0.08799999999999997,16,Gaussian NB - Train diagonal
0.10609999999999997,16,Gaussian NB - Test diagonal
0.06000000000000005,16,Gaussian NB - Train parallel
0.10819999999999996,16,Gaussian NB - Test parallel
0.04800000000000004,16,Gaussian NB - Train diagonal
0.10809999999999997,16,Gaussian NB - Test diagonal
0.08799999999999997,16,Gaussian NB - Train parallel
0.11009999999999998,16,Gaussian NB - Test parallel
0.11599999999999999,16,Gaussian NB - Train diagonal
0.11080000000000001,16,Gaussian NB - Test diagonal
0.09999999999999998,16,Gaussian NB - Train parallel
0.10819999999999996,16,Gaussian NB - Test parallel
0.08399999999999996,16,Gaussian NB - Train diagonal
0.11470000000000002,16,Gaussian NB - Test diagonal
0.09599999999999997,16,Gaussian NB - Train parallel
0.10999999999999999,16,Gaussian NB - Test parallel
0.10399999999999998,16,Gaussian NB - Train diagonal
0.10880000000000001,16,Gaussian NB - Test diagonal
0.08799999999999997,16,Gaussian NB - Train parallel
0.11599999999999999,16,Gaussian NB - Test parallel
0.08799999999999997,16,Gaussian NB - Train diagonal
0.11550000000000005,16,Gaussian NB - Test diagonal
0.06399999999999995,16,Gaussian NB - Train parallel
0.1079,16,Gaussian NB - Test parallel
0.08399999999999996,16,Gaussian NB - Train diagonal
0.11209999999999998,16,Gaussian NB - Test diagonal
0.09999999999999998,16,Gaussian NB - Train parallel
0.1058,16,Gaussian NB - Test parallel
0.09199999999999997,16,Gaussian NB - Train diagonal
0.11140000000000005,16,Gaussian NB - Test diagonal
0.11199999999999999,16,Gaussian NB - Train parallel
0.11670000000000003,16,Gaussian NB - Test parallel
0.06399999999999995,16,Gaussian NB - Train diagonal
0.10799999999999998,16,Gaussian NB - Test diagonal
0.10399999999999998,16,Gaussian NB - Train parallel
0.11109999999999998,16,Gaussian NB - Test parallel
0.11599999999999999,16,Gaussian NB - Train diagonal
0.10619999999999996,16,Gaussian NB - Test diagonal
0.11599999999999999,16,Gaussian NB - Train parallel
0.10729999999999995,16,Gaussian NB - Test parallel
0.07999999999999996,16,Gaussian NB - Train diagonal
0.10850000000000004,16,Gaussian NB - Test diagonal
0.10399999999999998,16,Gaussian NB - Train parallel
0.10999999999999999,16,Gaussian NB - Test parallel
0.06399999999999995,16,Gaussian NB - Train diagonal
0.11119999999999997,16,Gaussian NB - Test diagonal
0.052000000000000046,16,Gaussian NB - Train parallel
0.10750000000000004,16,Gaussian NB - Test parallel
0.06799999999999995,16,Gaussian NB - Train diagonal
0.11170000000000002,16,Gaussian NB - Test diagonal
0.09999999999999998,16,Gaussian NB - Train parallel
0.10640000000000005,16,Gaussian NB - Test parallel
0.06799999999999995,16,Gaussian NB - Train diagonal
0.10719999999999996,16,Gaussian NB - Test diagonal
0.07999999999999996,16,Gaussian NB - Train parallel
0.11170000000000002,16,Gaussian NB - Test parallel
0.124,16,Gaussian NB - Train diagonal
0.1048,16,Gaussian NB - Test diagonal
0.08399999999999996,16,Gaussian NB - Train parallel
0.11339999999999995,16,Gaussian NB - Test parallel
0.06399999999999995,16,Gaussian NB - Train diagonal
0.10829999999999995,16,Gaussian NB - Test diagonal
0.09599999999999997,16,Gaussian NB - Train parallel
0.11350000000000005,16,Gaussian NB - Test parallel
0.11199999999999999,32,Gaussian NB - Train diagonal
0.11670000000000003,32,Gaussian NB - Test diagonal
0.07999999999999996,32,Gaussian NB - Train parallel
0.12739999999999996,32,Gaussian NB - Test parallel
0.08399999999999996,32,Gaussian NB - Train diagonal
0.11519999999999997,32,Gaussian NB - Test diagonal
0.07999999999999996,32,Gaussian NB - Train parallel
0.1259,32,Gaussian NB - Test parallel
0.07199999999999995,32,Gaussian NB - Train diagonal
0.12109999999999999,32,Gaussian NB - Test diagonal
0.06399999999999995,32,Gaussian NB - Train parallel
0.12739999999999996,32,Gaussian NB - Test parallel
0.10399999999999998,32,Gaussian NB - Train diagonal
0.12050000000000005,32,Gaussian NB - Test diagonal
0.06799999999999995,32,Gaussian NB - Train parallel
0.12580000000000002,32,Gaussian NB - Test parallel
0.06799999999999995,32,Gaussian NB - Train diagonal
0.1159,32,Gaussian NB - Test diagonal
0.09599999999999997,32,Gaussian NB - Train parallel
0.11729999999999996,32,Gaussian NB - Test parallel
0.09599999999999997,32,Gaussian NB - Train diagonal
0.12,32,Gaussian NB - Test diagonal
0.06799999999999995,32,Gaussian NB - Train parallel
0.12050000000000005,32,Gaussian NB - Test parallel
0.09599999999999997,32,Gaussian NB - Train diagonal
0.11570000000000003,32,Gaussian NB - Test diagonal
0.09599999999999997,32,Gaussian NB - Train parallel
0.11880000000000002,32,Gaussian NB - Test parallel
0.08399999999999996,32,Gaussian NB - Train diagonal
0.11719999999999997,32,Gaussian NB - Test diagonal
0.09999999999999998,32,Gaussian NB - Train parallel
0.12229999999999996,32,Gaussian NB - Test parallel
0.08799999999999997,32,Gaussian NB - Train diagonal
0.1189,32,Gaussian NB - Test diagonal
0.06399999999999995,32,Gaussian NB - Train parallel
0.11399999999999999,32,Gaussian NB - Test parallel
0.07999999999999996,32,Gaussian NB - Train diagonal
0.12380000000000002,32,Gaussian NB - Test diagonal
0.06399999999999995,32,Gaussian NB - Train parallel
0.11419999999999997,32,Gaussian NB - Test parallel
0.08799999999999997,32,Gaussian NB - Train diagonal
0.12570000000000003,32,Gaussian NB - Test diagonal
0.09599999999999997,32,Gaussian NB - Train parallel
0.12250000000000005,32,Gaussian NB - Test parallel
0.06000000000000005,32,Gaussian NB - Train diagonal
0.12090000000000001,32,Gaussian NB - Test diagonal
0.06399999999999995,32,Gaussian NB - Train parallel
0.11199999999999999,32,Gaussian NB - Test parallel
0.10799999999999998,32,Gaussian NB - Train diagonal
0.11929999999999996,32,Gaussian NB - Test diagonal
0.07599999999999996,32,Gaussian NB - Train parallel
0.118,32,Gaussian NB - Test parallel
0.08399999999999996,32,Gaussian NB - Train diagonal
0.11380000000000001,32,Gaussian NB - Test diagonal
0.08399999999999996,32,Gaussian NB - Train parallel
0.12829999999999997,32,Gaussian NB - Test parallel
0.07599999999999996,32,Gaussian NB - Train diagonal
0.11719999999999997,32,Gaussian NB - Test diagonal
0.08399999999999996,32,Gaussian NB - Train parallel
0.125,32,Gaussian NB - Test parallel
0.07999999999999996,32,Gaussian NB - Train diagonal
0.11939999999999995,32,Gaussian NB - Test diagonal
0.09199999999999997,32,Gaussian NB - Train parallel
0.12039999999999995,32,Gaussian NB - Test parallel
0.10399999999999998,32,Gaussian NB - Train diagonal
0.12070000000000003,32,Gaussian NB - Test diagonal
0.06399999999999995,32,Gaussian NB - Train parallel
0.12309999999999999,32,Gaussian NB - Test parallel
0.07199999999999995,32,Gaussian NB - Train diagonal
0.11499999999999999,32,Gaussian NB - Test diagonal
0.07599999999999996,32,Gaussian NB - Train parallel
0.11619999999999997,32,Gaussian NB - Test parallel
0.08399999999999996,32,Gaussian NB - Train diagonal
0.13129999999999997,32,Gaussian NB - Test diagonal
0.09199999999999997,32,Gaussian NB - Train parallel
0.12270000000000003,32,Gaussian NB - Test parallel
0.09599999999999997,32,Gaussian NB - Train diagonal
0.12309999999999999,32,Gaussian NB - Test diagonal
0.04400000000000004,32,Gaussian NB - Train parallel
0.12060000000000004,32,Gaussian NB - Test parallel
