Error,d,Class
0.2076,16,"KNN, K = 1 - Test diagonal"
0.0,16,"KNN, K = 1 - Train parallel"
0.20830000000000004,16,"KNN, K = 1 - Test parallel"
0.0,16,"KNN, K = 1 - Train diagonal"
0.21109999999999995,16,"KNN, K = 1 - Test diagonal"
0.0,16,"KNN, K = 1 - Train parallel"
0.22099999999999997,16,"KNN, K = 1 - Test parallel"
0.0,16,"KNN, K = 1 - Train diagonal"
0.20999999999999996,16,"KNN, K = 1 - Test diagonal"
0.0,16,"KNN, K = 1 - Train parallel"
0.20330000000000004,16,"KNN, K = 1 - Test parallel"
0.0,16,"KNN, K = 1 - Train diagonal"
0.19669999999999999,16,"KNN, K = 1 - Test diagonal"
0.0,16,"KNN, K = 1 - Train parallel"
0.19420000000000004,16,"KNN, K = 1 - Test parallel"
0.0,16,"KNN, K = 1 - Train diagonal"
0.20879999999999999,16,"KNN, K = 1 - Test diagonal"
0.0,16,"KNN, K = 1 - Train parallel"
0.20279999999999998,16,"KNN, K = 1 - Test parallel"
0.0,16,"KNN, K = 1 - Train diagonal"
0.21289999999999998,16,"KNN, K = 1 - Test diagonal"
0.0,16,"KNN, K = 1 - Train parallel"
0.19699999999999995,16,"KNN, K = 1 - Test parallel"
0.0,16,"KNN, K = 1 - Train diagonal"
0.1795,16,"KNN, K = 1 - Test diagonal"
0.0,16,"KNN, K = 1 - Train parallel"
0.2136,16,"KNN, K = 1 - Test parallel"
0.0,16,"KNN, K = 1 - Train diagonal"
0.2469,16,"KNN, K = 1 - Test diagonal"
0.0,16,"KNN, K = 1 - Train parallel"
0.21960000000000002,16,"KNN, K = 1 - Test parallel"
0.0,16,"KNN, K = 1 - Train diagonal"
0.20699999999999996,16,"KNN, K = 1 - Test diagonal"
0.0,16,"KNN, K = 1 - Train parallel"
0.2117,16,"KNN, K = 1 - Test parallel"
0.0,16,"KNN, K = 1 - Train diagonal"
0.20440000000000003,16,"KNN, K = 1 - Test diagonal"
0.0,16,"KNN, K = 1 - Train parallel"
0.1905,16,"KNN, K = 1 - Test parallel"
0.0,16,"KNN, K = 1 - Train diagonal"
0.1976,16,"KNN, K = 1 - Test diagonal"
0.0,16,"KNN, K = 1 - Train parallel"
0.24080000000000001,16,"KNN, K = 1 - Test parallel"
0.0,16,"KNN, K = 1 - Train diagonal"
0.19489999999999996,16,"KNN, K = 1 - Test diagonal"
0.0,16,"KNN, K = 1 - Train parallel"
0.20030000000000003,16,"KNN, K = 1 - Test parallel"
0.0,16,"KNN, K = 1 - Train diagonal"
0.19410000000000005,16,"KNN, K = 1 - Test diagonal"
0.0,16,"KNN, K = 1 - Train parallel"
0.2046,16,"KNN, K = 1 - Test parallel"
0.0,16,"KNN, K = 1 - Train diagonal"
0.1764,16,"KNN, K = 1 - Test diagonal"
0.0,16,"KNN, K = 1 - Train parallel"
0.20950000000000002,16,"KNN, K = 1 - Test parallel"
0.06000000000000005,16,"KNN, K = 3 - Train diagonal"
0.16849999999999998,16,"KNN, K = 3 - Test diagonal"
0.08799999999999997,16,"KNN, K = 3 - Train parallel"
0.18310000000000004,16,"KNN, K = 3 - Test parallel"
0.08399999999999996,16,"KNN, K = 3 - Train diagonal"
0.16469999999999996,16,"KNN, K = 3 - Test diagonal"
0.07199999999999995,16,"KNN, K = 3 - Train parallel"
0.1563,16,"KNN, K = 3 - Test parallel"
0.07999999999999996,16,"KNN, K = 3 - Train diagonal"
0.16759999999999997,16,"KNN, K = 3 - Test diagonal"
0.07599999999999996,16,"KNN, K = 3 - Train parallel"
0.1512,16,"KNN, K = 3 - Test parallel"
0.07999999999999996,16,"KNN, K = 3 - Train diagonal"
0.16510000000000002,16,"KNN, K = 3 - Test diagonal"
0.09999999999999998,16,"KNN, K = 3 - Train parallel"
0.1622,16,"KNN, K = 3 - Test parallel"
0.06799999999999995,16,"KNN, K = 3 - Train diagonal"
0.1594,16,"KNN, K = 3 - Test diagonal"
0.06799999999999995,16,"KNN, K = 3 - Train parallel"
0.16400000000000003,16,"KNN, K = 3 - Test parallel"
0.07199999999999995,16,"KNN, K = 3 - Train diagonal"
0.18100000000000005,16,"KNN, K = 3 - Test diagonal"
0.06000000000000005,16,"KNN, K = 3 - Train parallel"
0.16359999999999997,16,"KNN, K = 3 - Test parallel"
0.05600000000000005,16,"KNN, K = 3 - Train diagonal"
0.16790000000000005,16,"KNN, K = 3 - Test diagonal"
0.10799999999999998,16,"KNN, K = 3 - Train parallel"
0.1683,16,"KNN, K = 3 - Test parallel"
0.09599999999999997,16,"KNN, K = 3 - Train diagonal"
0.15239999999999998,16,"KNN, K = 3 - Test diagonal"
0.06000000000000005,16,"KNN, K = 3 - Train parallel"
0.16249999999999998,16,"KNN, K = 3 - Test parallel"
0.08399999999999996,16,"KNN, K = 3 - Train diagonal"
0.1583,16,"KNN, K = 3 - Test diagonal"
0.08799999999999997,16,"KNN, K = 3 - Train parallel"
0.17889999999999995,16,"KNN, K = 3 - Test parallel"
0.09199999999999997,16,"KNN, K = 3 - Train diagonal"
0.17859999999999998,16,"KNN, K = 3 - Test diagonal"
0.09599999999999997,16,"KNN, K = 3 - Train parallel"
0.19479999999999997,16,"KNN, K = 3 - Test parallel"
0.08799999999999997,16,"KNN, K = 3 - Train diagonal"
0.1543,16,"KNN, K = 3 - Test diagonal"
0.08799999999999997,16,"KNN, K = 3 - Train parallel"
0.16690000000000005,16,"KNN, K = 3 - Test parallel"
0.08799999999999997,16,"KNN, K = 3 - Train diagonal"
0.17390000000000005,16,"KNN, K = 3 - Test diagonal"
0.09599999999999997,16,"KNN, K = 3 - Train parallel"
0.18130000000000002,16,"KNN, K = 3 - Test parallel"
0.08799999999999997,16,"KNN, K = 3 - Train diagonal"
0.16579999999999995,16,"KNN, K = 3 - Test diagonal"
0.07599999999999996,16,"KNN, K = 3 - Train parallel"
0.18020000000000003,16,"KNN, K = 3 - Test parallel"
0.10399999999999998,16,"KNN, K = 3 - Train diagonal"
0.18359999999999999,16,"KNN, K = 3 - Test diagonal"
0.07199999999999995,16,"KNN, K = 3 - Train parallel"
0.16569999999999996,16,"KNN, K = 3 - Test parallel"
0.07999999999999996,16,"KNN, K = 3 - Train diagonal"
0.15539999999999998,16,"KNN, K = 3 - Test diagonal"
0.07599999999999996,16,"KNN, K = 3 - Train parallel"
0.16659999999999997,16,"KNN, K = 3 - Test parallel"
0.07599999999999996,16,"KNN, K = 3 - Train diagonal"
0.16310000000000002,16,"KNN, K = 3 - Test diagonal"
0.06399999999999995,16,"KNN, K = 3 - Train parallel"
0.16300000000000003,16,"KNN, K = 3 - Test parallel"
0.10399999999999998,16,"KNN, K = 3 - Train diagonal"
0.1653,16,"KNN, K = 3 - Test diagonal"
0.09199999999999997,16,"KNN, K = 3 - Train parallel"
0.17889999999999995,16,"KNN, K = 3 - Test parallel"
0.07199999999999995,16,"KNN, K = 3 - Train diagonal"
0.15949999999999998,16,"KNN, K = 3 - Test diagonal"
0.132,16,"KNN, K = 3 - Train parallel"
0.17569999999999997,16,"KNN, K = 3 - Test parallel"
0.06000000000000005,16,"KNN, K = 3 - Train diagonal"
0.16659999999999997,16,"KNN, K = 3 - Test diagonal"
0.10799999999999998,16,"KNN, K = 3 - Train parallel"
0.16279999999999994,16,"KNN, K = 3 - Test parallel"
0.07599999999999996,16,"KNN, K = 3 - Train diagonal"
0.17059999999999997,16,"KNN, K = 3 - Test diagonal"
0.07999999999999996,16,"KNN, K = 3 - Train parallel"
0.17020000000000002,16,"KNN, K = 3 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.24619999999999997,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.28259999999999996,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.24670000000000003,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.26180000000000003,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.23540000000000005,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.2389,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.23970000000000002,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.25070000000000003,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.2583,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.259,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.26649999999999996,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.24129999999999996,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.2683,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.2217,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.2863,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.24450000000000005,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.2518,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.2592,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.23050000000000004,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.2823,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.27270000000000005,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.2782,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.24139999999999995,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.24760000000000004,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.26259999999999994,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.25349999999999995,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.24739999999999995,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.23409999999999997,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.24780000000000002,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.26549999999999996,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.248,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.2409,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.25460000000000005,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.2561,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.2549,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.24729999999999996,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.25849999999999995,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.2891,32,"KNN, K = 1 - Test parallel"
0.0,32,"KNN, K = 1 - Train diagonal"
0.2824,32,"KNN, K = 1 - Test diagonal"
0.0,32,"KNN, K = 1 - Train parallel"
0.27769999999999995,32,"KNN, K = 1 - Test parallel"
0.07599999999999996,32,"KNN, K = 3 - Train diagonal"
0.20999999999999996,32,"KNN, K = 3 - Test diagonal"
0.07199999999999995,32,"KNN, K = 3 - Train parallel"
0.19699999999999995,32,"KNN, K = 3 - Test parallel"
0.128,32,"KNN, K = 3 - Train diagonal"
0.21519999999999995,32,"KNN, K = 3 - Test diagonal"
0.08399999999999996,32,"KNN, K = 3 - Train parallel"
0.1876,32,"KNN, K = 3 - Test parallel"
0.10399999999999998,32,"KNN, K = 3 - Train diagonal"
0.1995,32,"KNN, K = 3 - Test diagonal"
0.08799999999999997,32,"KNN, K = 3 - Train parallel"
0.2107,32,"KNN, K = 3 - Test parallel"
0.11199999999999999,32,"KNN, K = 3 - Train diagonal"
0.19189999999999996,32,"KNN, K = 3 - Test diagonal"
0.06799999999999995,32,"KNN, K = 3 - Train parallel"
0.2036,32,"KNN, K = 3 - Test parallel"
0.08799999999999997,32,"KNN, K = 3 - Train diagonal"
0.20909999999999995,32,"KNN, K = 3 - Test diagonal"
0.09199999999999997,32,"KNN, K = 3 - Train parallel"
0.20199999999999996,32,"KNN, K = 3 - Test parallel"
0.09199999999999997,32,"KNN, K = 3 - Train diagonal"
0.2046,32,"KNN, K = 3 - Test diagonal"
0.132,32,"KNN, K = 3 - Train parallel"
0.22650000000000003,32,"KNN, K = 3 - Test parallel"
0.08799999999999997,32,"KNN, K = 3 - Train diagonal"
0.20030000000000003,32,"KNN, K = 3 - Test diagonal"
0.10399999999999998,32,"KNN, K = 3 - Train parallel"
0.19820000000000004,32,"KNN, K = 3 - Test parallel"
0.08799999999999997,32,"KNN, K = 3 - Train diagonal"
0.18889999999999996,32,"KNN, K = 3 - Test diagonal"
0.136,32,"KNN, K = 3 - Train parallel"
0.2247,32,"KNN, K = 3 - Test parallel"
0.08399999999999996,32,"KNN, K = 3 - Train diagonal"
0.19440000000000002,32,"KNN, K = 3 - Test diagonal"
0.10399999999999998,32,"KNN, K = 3 - Train parallel"
0.20750000000000002,32,"KNN, K = 3 - Test parallel"
0.06000000000000005,32,"KNN, K = 3 - Train diagonal"
0.18989999999999996,32,"KNN, K = 3 - Test diagonal"
0.11599999999999999,32,"KNN, K = 3 - Train parallel"
0.2299,32,"KNN, K = 3 - Test parallel"
0.09599999999999997,32,"KNN, K = 3 - Train diagonal"
0.2027,32,"KNN, K = 3 - Test diagonal"
0.05600000000000005,32,"KNN, K = 3 - Train parallel"
0.2138,32,"KNN, K = 3 - Test parallel"
0.07199999999999995,32,"KNN, K = 3 - Train diagonal"
0.19420000000000004,32,"KNN, K = 3 - Test diagonal"
0.08799999999999997,32,"KNN, K = 3 - Train parallel"
0.20099999999999996,32,"KNN, K = 3 - Test parallel"
0.10799999999999998,32,"KNN, K = 3 - Train diagonal"
0.2188,32,"KNN, K = 3 - Test diagonal"
0.09599999999999997,32,"KNN, K = 3 - Train parallel"
0.21230000000000004,32,"KNN, K = 3 - Test parallel"
0.11599999999999999,32,"KNN, K = 3 - Train diagonal"
0.20720000000000005,32,"KNN, K = 3 - Test diagonal"
0.08799999999999997,32,"KNN, K = 3 - Train parallel"
0.24319999999999997,32,"KNN, K = 3 - Test parallel"
0.11599999999999999,32,"KNN, K = 3 - Train diagonal"
0.20999999999999996,32,"KNN, K = 3 - Test diagonal"
0.08399999999999996,32,"KNN, K = 3 - Train parallel"
0.20079999999999998,32,"KNN, K = 3 - Test parallel"
0.052000000000000046,32,"KNN, K = 3 - Train diagonal"
0.19130000000000003,32,"KNN, K = 3 - Test diagonal"
0.08399999999999996,32,"KNN, K = 3 - Train parallel"
0.20650000000000002,32,"KNN, K = 3 - Test parallel"
0.136,32,"KNN, K = 3 - Train diagonal"
0.2006,32,"KNN, K = 3 - Test diagonal"
0.08799999999999997,32,"KNN, K = 3 - Train parallel"
0.20640000000000003,32,"KNN, K = 3 - Test parallel"
0.09999999999999998,32,"KNN, K = 3 - Train diagonal"
0.2146,32,"KNN, K = 3 - Test diagonal"
0.07199999999999995,32,"KNN, K = 3 - Train parallel"
0.1976,32,"KNN, K = 3 - Test parallel"
0.08399999999999996,32,"KNN, K = 3 - Train diagonal"
0.18930000000000002,32,"KNN, K = 3 - Test diagonal"
0.08399999999999996,32,"KNN, K = 3 - Train parallel"
0.19679999999999997,32,"KNN, K = 3 - Test parallel"
0.08799999999999997,32,"KNN, K = 3 - Train diagonal"
0.20589999999999997,32,"KNN, K = 3 - Test diagonal"
0.09599999999999997,32,"KNN, K = 3 - Train parallel"
0.2118,32,"KNN, K = 3 - Test parallel"
